country,numeric_code,time_period,Proportion of schools with no hygiene service
Saudi Arabia,682,2009,0.0
Saudi Arabia,682,2010,0.0
Saudi Arabia,682,2011,0.0
Saudi Arabia,682,2012,0.0
Saudi Arabia,682,2013,0.0
Saudi Arabia,682,2014,0.0
Saudi Arabia,682,2015,0.0
Saudi Arabia,682,2016,0.0
Saudi Arabia,682,2017,0.0
Saudi Arabia,682,2018,0.0
Saudi Arabia,682,2019,0.0
Saudi Arabia,682,2020,0.0
Saudi Arabia,682,2021,0.0
Saudi Arabia,682,2022,0.0
Saudi Arabia,682,2023,0.0
Senegal,686,2012,80.70000000000070
Senegal,686,2013,80.70000000000070
Senegal,686,2014,80.70000000000070
Senegal,686,2015,80.70000000000070
Senegal,686,2016,80.70000000000070
Senegal,686,2017,76.10000000000040
Senegal,686,2018,71.5
Senegal,686,2019,66.89999999999960
Senegal,686,2020,62.29999999999930
Senegal,686,2021,57.70000000000070
Senegal,686,2022,53.10000000000040
Senegal,686,2023,48.50000000000000
Serbia,688,2014,1.050000000000000
Serbia,688,2015,1.050000000000000
Serbia,688,2016,1.050000000000000
Serbia,688,2017,1.050000000000000
Serbia,688,2018,1.050000000000000
Serbia,688,2019,1.050000000000000
Serbia,688,2020,1.050000000000000
Serbia,688,2021,1.050000000000000
Serbia,688,2022,1.050000000000000
Serbia,688,2023,1.050000000000000
Seychelles,690,2000,0.0
Seychelles,690,2001,0.0
Seychelles,690,2002,0.0
Seychelles,690,2003,0.0
Seychelles,690,2004,0.0
Seychelles,690,2005,0.0
Seychelles,690,2006,0.0
Seychelles,690,2007,0.0
Seychelles,690,2008,0.0
Seychelles,690,2009,0.0
Seychelles,690,2010,0.0
Seychelles,690,2011,0.0
Seychelles,690,2012,0.0
Seychelles,690,2013,0.0
Seychelles,690,2014,0.0
Seychelles,690,2015,0.0
Seychelles,690,2016,0.0
Seychelles,690,2017,0.0
Seychelles,690,2018,0.0
Seychelles,690,2019,0.0
Seychelles,690,2020,0.0
Seychelles,690,2021,0.0
Seychelles,690,2022,0.0
Seychelles,690,2023,0.0
Sierra Leone,694,2010,68.62572601811460
Sierra Leone,694,2011,68.62572601811460
Sierra Leone,694,2012,68.62572601811460
Sierra Leone,694,2013,68.62572601811460
Sierra Leone,694,2014,68.62572601811460
Sierra Leone,694,2015,66.27041017886860
Sierra Leone,694,2016,63.91509433962260
Sierra Leone,694,2017,61.55977850037650
Sierra Leone,694,2018,59.20446266113050
Sierra Leone,694,2019,56.84914682188450
Sierra Leone,694,2020,54.49383098263930
Sierra Leone,694,2021,52.13851514339330
Sierra Leone,694,2022,49.78319930414730
Sierra Leone,694,2023,47.42788346490120
Singapore,702,2000,0.0
Singapore,702,2001,0.0
Singapore,702,2002,0.0
Singapore,702,2003,0.0
Singapore,702,2004,0.0
Singapore,702,2005,0.0
Singapore,702,2006,0.0
Singapore,702,2007,0.0
Singapore,702,2008,0.0
Singapore,702,2009,0.0
Singapore,702,2010,0.0
Singapore,702,2011,0.0
Singapore,702,2012,0.0
Singapore,702,2013,0.0
Singapore,702,2014,0.0
Singapore,702,2015,0.0
Singapore,702,2016,0.0
Singapore,702,2017,0.0
Singapore,702,2018,0.0
Singapore,702,2019,0.0
Singapore,702,2020,0.0
Singapore,702,2021,0.0
Singapore,702,2022,0.0
Singapore,702,2023,0.0
Slovakia,703,2000,0.0
Slovakia,703,2001,0.0
Slovakia,703,2002,0.0
Slovakia,703,2003,0.0
Slovakia,703,2004,0.0
Slovakia,703,2005,0.0
Slovakia,703,2006,0.0
Slovakia,703,2007,0.0
Slovakia,703,2008,0.0
Slovakia,703,2009,0.0
Slovakia,703,2010,0.0
Slovakia,703,2011,0.0
Slovakia,703,2012,0.0
Slovakia,703,2013,0.0
Slovakia,703,2014,0.0
Slovakia,703,2015,0.0
Slovakia,703,2016,0.0
Slovakia,703,2017,0.0
Slovakia,703,2018,0.0
Slovakia,703,2019,0.0
Slovakia,703,2020,0.0
Slovakia,703,2021,0.0
Slovakia,703,2022,0.0
Slovakia,703,2023,0.0
Slovenia,705,2000,0.0
Slovenia,705,2001,0.0
Slovenia,705,2002,0.0
Slovenia,705,2003,0.0
Slovenia,705,2004,0.0
Slovenia,705,2005,0.0
Slovenia,705,2006,0.0
Slovenia,705,2007,0.0
Slovenia,705,2008,0.0
Slovenia,705,2009,0.0
Slovenia,705,2010,0.0
Slovenia,705,2011,0.0
Slovenia,705,2012,0.0
Slovenia,705,2013,0.0
Slovenia,705,2014,0.0
Slovenia,705,2015,0.0
Slovenia,705,2016,0.0
Slovenia,705,2017,0.0
Slovenia,705,2018,0.0
Slovenia,705,2019,0.0
Slovenia,705,2020,0.0
Slovenia,705,2021,0.0
Slovenia,705,2022,0.0
Slovenia,705,2023,0.0
Solomon Islands,90,2014,83.34919300666030
Solomon Islands,90,2015,83.34919300666030
Solomon Islands,90,2016,83.34919300666030
Solomon Islands,90,2017,83.34919300666030
Solomon Islands,90,2018,83.34919300666030
Solomon Islands,90,2019,83.34919300666030
Solomon Islands,90,2020,83.34919300666030
Solomon Islands,90,2021,83.34919300666030
Solomon Islands,90,2022,83.34919300666030
South Sudan,728,2014,80.4
South Sudan,728,2015,80.4
South Sudan,728,2016,80.4
South Sudan,728,2017,80.4
South Sudan,728,2018,80.4
South Sudan,728,2019,80.4
South Sudan,728,2020,80.4
South Sudan,728,2021,80.4
South Sudan,728,2022,80.4
Spain,724,2000,0.0
Spain,724,2001,0.0
Spain,724,2002,0.0
Spain,724,2003,0.0
Spain,724,2004,0.0
Spain,724,2005,0.0
Spain,724,2006,0.0
Spain,724,2007,0.0
Spain,724,2008,0.0
Spain,724,2009,0.0
Spain,724,2010,0.0
Spain,724,2011,0.0
Spain,724,2012,0.0
Spain,724,2013,0.0
Spain,724,2014,0.0
Spain,724,2015,0.0
Spain,724,2016,0.0
Spain,724,2017,0.0
Spain,724,2018,0.0
Spain,724,2019,0.0
Spain,724,2020,0.0
Spain,724,2021,0.0
Spain,724,2022,0.0
Spain,724,2023,0.0
Sri Lanka,144,2019,0.7406675883863300
Sri Lanka,144,2020,0.7406675883863300
Sri Lanka,144,2021,0.7406675883863300
Sri Lanka,144,2022,0.7406675883863300
Sri Lanka,144,2023,0.7406675883863300
"Palestinian Territory, Occupied",275,2005,4.222693320125420
"Palestinian Territory, Occupied",275,2006,4.222693320125420
"Palestinian Territory, Occupied",275,2007,4.222693320125420
"Palestinian Territory, Occupied",275,2008,4.222693320125420
"Palestinian Territory, Occupied",275,2009,4.222693320125420
"Palestinian Territory, Occupied",275,2010,3.998924603837570
"Palestinian Territory, Occupied",275,2011,3.775155887549720
"Palestinian Territory, Occupied",275,2012,3.551387171261870
"Palestinian Territory, Occupied",275,2013,3.327618454974020
"Palestinian Territory, Occupied",275,2014,3.103849738686170
"Palestinian Territory, Occupied",275,2015,2.880081022398320
"Palestinian Territory, Occupied",275,2016,2.656312306110470
"Palestinian Territory, Occupied",275,2017,2.432543589822620
"Palestinian Territory, Occupied",275,2018,2.208774873534770
"Palestinian Territory, Occupied",275,2019,1.985006157246910
"Palestinian Territory, Occupied",275,2020,1.761237440959060
"Palestinian Territory, Occupied",275,2021,1.537468724671210
"Palestinian Territory, Occupied",275,2022,1.313700008383360
"Palestinian Territory, Occupied",275,2023,1.089931292095510
Sudan,736,2010,75.04501800720290
Sudan,736,2011,75.04501800720290
Sudan,736,2012,75.04501800720290
Sudan,736,2013,75.04501800720290
Sudan,736,2014,75.04501800720290
Sudan,736,2015,75.02250900360140
Sudan,736,2016,75.0
Sudan,736,2017,74.97749099639860
Sudan,736,2018,74.95498199279710
Sudan,736,2019,74.93247298919570
Sudan,736,2020,74.90996398559420
Sudan,736,2021,74.88745498199280
Sudan,736,2022,74.86494597839140
Sudan,736,2023,74.86494597839140
Sweden,752,2000,0.0
Sweden,752,2001,0.0
Sweden,752,2002,0.0
Sweden,752,2003,0.0
Sweden,752,2004,0.0
Sweden,752,2005,0.0
Sweden,752,2006,0.0
Sweden,752,2007,0.0
Sweden,752,2008,0.0
Sweden,752,2009,0.0
Sweden,752,2010,0.0
Sweden,752,2011,0.0
Sweden,752,2012,0.0
Sweden,752,2013,0.0
Sweden,752,2014,0.0
Sweden,752,2015,0.0
Sweden,752,2016,0.0
Sweden,752,2017,0.0
Sweden,752,2018,0.0
Sweden,752,2019,0.0
Sweden,752,2020,0.0
Sweden,752,2021,0.0
Sweden,752,2022,0.0
Sweden,752,2023,0.0
Switzerland,756,2000,0.0
Switzerland,756,2001,0.0
Switzerland,756,2002,0.0
Switzerland,756,2003,0.0
Switzerland,756,2004,0.0
Switzerland,756,2005,0.0
Switzerland,756,2006,0.0
Switzerland,756,2007,0.0
Switzerland,756,2008,0.0
Switzerland,756,2009,0.0
Switzerland,756,2010,0.0
Switzerland,756,2011,0.0
Switzerland,756,2012,0.0
Switzerland,756,2013,0.0
Switzerland,756,2014,0.0
Switzerland,756,2015,0.0
Switzerland,756,2016,0.0
Switzerland,756,2017,0.0
Switzerland,756,2018,0.0
Switzerland,756,2019,0.0
Switzerland,756,2020,0.0
Switzerland,756,2021,0.0
Switzerland,756,2022,0.0
Switzerland,756,2023,0.0
Syrian Arab Republic,760,2014,51.62486099097990
Syrian Arab Republic,760,2015,51.62486099097990
Syrian Arab Republic,760,2016,51.62486099097990
Syrian Arab Republic,760,2017,51.62486099097990
Syrian Arab Republic,760,2018,51.62486099097990
Syrian Arab Republic,760,2019,51.62486099097990
Syrian Arab Republic,760,2020,51.62486099097990
Syrian Arab Republic,760,2021,51.62486099097990
Syrian Arab Republic,760,2022,51.62486099097990
Tajikistan,762,2013,61.4
Tajikistan,762,2014,61.4
Tajikistan,762,2015,61.4
Tajikistan,762,2016,61.4
Tajikistan,762,2017,61.4
Tajikistan,762,2018,61.4
Tajikistan,762,2019,61.4
Tajikistan,762,2020,61.4
Tajikistan,762,2021,61.4
Thailand,764,2000,0.0
Thailand,764,2001,0.0
Thailand,764,2002,0.0
Thailand,764,2003,0.0
Thailand,764,2004,0.0
Thailand,764,2005,0.0
Thailand,764,2006,0.0
Thailand,764,2007,0.0
Thailand,764,2008,0.0
Thailand,764,2009,0.0
Thailand,764,2010,0.0
Thailand,764,2011,0.0
Thailand,764,2012,0.0
Thailand,764,2013,0.0
Thailand,764,2014,0.0
Thailand,764,2015,0.0
Thailand,764,2016,0.0
Thailand,764,2017,0.0
Thailand,764,2018,0.0
Thailand,764,2019,0.0
Thailand,764,2020,0.0
Thailand,764,2021,0.0
Thailand,764,2022,0.0
Thailand,764,2023,0.0
Togo,768,2016,83.0
Togo,768,2017,83.0
Togo,768,2018,83.0
Togo,768,2019,83.0
Togo,768,2020,83.0
Togo,768,2021,83.0
Togo,768,2022,83.0
Togo,768,2023,83.0
Tokelau,772,2000,0.0
Tokelau,772,2001,0.0
Tokelau,772,2002,0.0
Tokelau,772,2003,0.0
Tokelau,772,2004,0.0
Tokelau,772,2005,0.0
Tokelau,772,2006,0.0
Tokelau,772,2007,0.0
Tokelau,772,2008,0.0
Tokelau,772,2009,0.0
Tokelau,772,2010,0.0
Tokelau,772,2011,0.0
Tokelau,772,2012,0.0
Tokelau,772,2013,0.0
Tokelau,772,2014,0.0
Tokelau,772,2015,0.0
Tokelau,772,2016,0.0
Tokelau,772,2017,0.0
Tokelau,772,2018,0.0
Tokelau,772,2019,0.0
Tokelau,772,2020,0.0
Tokelau,772,2021,0.0
Tokelau,772,2022,0.0
Tokelau,772,2023,0.0
Tunisia,788,2010,7.127501289378640
Tunisia,788,2011,7.127501289378640
Tunisia,788,2012,7.127501289378640
Tunisia,788,2013,7.127501289378640
Tunisia,788,2014,7.127501289378640
Tunisia,788,2015,6.388033405873780
Tunisia,788,2016,5.648565522368930
Tunisia,788,2017,4.909097638864070
Tunisia,788,2018,4.169629755359440
Tunisia,788,2019,3.43016187185458
Tunisia,788,2020,2.690693988349720
Tunisia,788,2021,1.951226104844860
Tunisia,788,2022,1.211758221340230
Tunisia,788,2023,0.4722903378353750
Turkmenistan,795,2000,0.0
Turkmenistan,795,2001,0.0
Turkmenistan,795,2002,0.0
Turkmenistan,795,2003,0.0
Turkmenistan,795,2004,0.0
Turkmenistan,795,2005,0.0
Turkmenistan,795,2006,0.0
Turkmenistan,795,2007,0.0
Turkmenistan,795,2008,0.0
Turkmenistan,795,2009,0.0
Turkmenistan,795,2010,0.0
Turkmenistan,795,2011,0.0
Turkmenistan,795,2012,0.0
Turkmenistan,795,2013,0.0
Turkmenistan,795,2014,0.0
Turkmenistan,795,2015,0.0
Turkmenistan,795,2016,0.0
Turkmenistan,795,2017,0.0
Turkmenistan,795,2018,0.0
Turkmenistan,795,2019,0.0
Turkmenistan,795,2020,0.0
Turkmenistan,795,2021,0.0
Turkmenistan,795,2022,0.0
Turkmenistan,795,2023,0.0
Turks and Caicos Islands,796,2000,0.0
Turks and Caicos Islands,796,2001,0.0
Turks and Caicos Islands,796,2002,0.0
Turks and Caicos Islands,796,2003,0.0
Turks and Caicos Islands,796,2004,0.0
Turks and Caicos Islands,796,2005,0.0
Turks and Caicos Islands,796,2006,0.0
Turks and Caicos Islands,796,2007,0.0
Turks and Caicos Islands,796,2008,0.0
Turks and Caicos Islands,796,2009,0.0
Turks and Caicos Islands,796,2010,0.0
Turks and Caicos Islands,796,2011,0.0
Turks and Caicos Islands,796,2012,0.0
Turks and Caicos Islands,796,2013,0.0
Turks and Caicos Islands,796,2014,0.0
Turks and Caicos Islands,796,2015,0.0
Turks and Caicos Islands,796,2016,0.0
Turks and Caicos Islands,796,2017,0.0
Turks and Caicos Islands,796,2018,0.0
Turks and Caicos Islands,796,2019,0.0
Turks and Caicos Islands,796,2020,0.0
Turks and Caicos Islands,796,2021,0.0
Turks and Caicos Islands,796,2022,0.0
Turks and Caicos Islands,796,2023,0.0
Tuvalu,798,2000,0.0
Tuvalu,798,2001,0.0
Tuvalu,798,2002,0.0
Tuvalu,798,2003,0.0
Tuvalu,798,2004,0.0
Tuvalu,798,2005,0.0
Tuvalu,798,2006,0.0
Tuvalu,798,2007,0.0
Tuvalu,798,2008,0.0
Tuvalu,798,2009,0.0
Tuvalu,798,2010,0.0
Tuvalu,798,2011,0.0
Tuvalu,798,2012,0.0
Tuvalu,798,2013,0.0
Tuvalu,798,2014,0.0
Tuvalu,798,2015,0.0
Tuvalu,798,2016,0.0
Tuvalu,798,2017,0.0
Tuvalu,798,2018,0.0
Tuvalu,798,2019,0.0
Tuvalu,798,2020,0.0
Tuvalu,798,2021,0.0
Tuvalu,798,2022,0.0
Tuvalu,798,2023,0.0
Turkey,792,2000,0.0
Turkey,792,2001,0.0
Turkey,792,2002,0.0
Turkey,792,2003,0.0
Turkey,792,2004,0.0
Turkey,792,2005,0.0
Turkey,792,2006,0.0
Turkey,792,2007,0.0
Turkey,792,2008,0.0
Turkey,792,2009,0.0
Turkey,792,2010,0.0
Turkey,792,2011,0.0
Turkey,792,2012,0.0
Turkey,792,2013,0.0
Turkey,792,2014,0.0
Turkey,792,2015,0.0
Turkey,792,2016,0.0
Turkey,792,2017,0.0
Turkey,792,2018,0.0
Turkey,792,2019,0.0
Turkey,792,2020,0.0
Turkey,792,2021,0.0
Turkey,792,2022,0.0
Turkey,792,2023,0.0
Uganda,800,2004,52.7017692774391
Uganda,800,2005,52.7017692774391
Uganda,800,2006,52.7017692774391
Uganda,800,2007,52.7017692774391
Uganda,800,2008,52.7017692774391
Uganda,800,2009,52.16107205986740
Uganda,800,2010,51.6203748422954
Uganda,800,2011,51.07967762472340
Uganda,800,2012,50.5389804071517
Uganda,800,2013,49.99828318957970
Uganda,800,2014,49.45758597200800
Uganda,800,2015,48.91688875443610
Uganda,800,2016,48.3761915368641
Uganda,800,2017,47.83549431929240
Uganda,800,2018,47.29479710172040
Uganda,800,2019,46.75409988414870
Uganda,800,2020,46.21340266657670
Uganda,800,2021,45.67270544900480
Uganda,800,2022,45.13200823143300
Uganda,800,2023,45.13200823143300
United Arab Emirates,784,2000,0.0
United Arab Emirates,784,2001,0.0
United Arab Emirates,784,2002,0.0
United Arab Emirates,784,2003,0.0
United Arab Emirates,784,2004,0.0
United Arab Emirates,784,2005,0.0
United Arab Emirates,784,2006,0.0
United Arab Emirates,784,2007,0.0
United Arab Emirates,784,2008,0.0
United Arab Emirates,784,2009,0.0
United Arab Emirates,784,2010,0.0
United Arab Emirates,784,2011,0.0
United Arab Emirates,784,2012,0.0
United Arab Emirates,784,2013,0.0
United Arab Emirates,784,2014,0.0
United Arab Emirates,784,2015,0.0
United Arab Emirates,784,2016,0.0
United Arab Emirates,784,2017,0.0
United Arab Emirates,784,2018,0.0
United Arab Emirates,784,2019,0.0
United Arab Emirates,784,2020,0.0
United Arab Emirates,784,2021,0.0
United Arab Emirates,784,2022,0.0
United Arab Emirates,784,2023,0.0
"Tanzania, United Republic of",834,2014,54.84024
"Tanzania, United Republic of",834,2015,54.84024
"Tanzania, United Republic of",834,2016,54.84024
"Tanzania, United Republic of",834,2017,54.84024
"Tanzania, United Republic of",834,2018,54.84024
"Tanzania, United Republic of",834,2019,54.84024
"Tanzania, United Republic of",834,2020,54.84024
"Tanzania, United Republic of",834,2021,54.84024
"Tanzania, United Republic of",834,2022,54.84024
United States,840,2000,0.0
United States,840,2001,0.0
United States,840,2002,0.0
United States,840,2003,0.0
United States,840,2004,0.0
United States,840,2005,0.0
United States,840,2006,0.0
United States,840,2007,0.0
United States,840,2008,0.0
United States,840,2009,0.0
United States,840,2010,0.0
United States,840,2011,0.0
United States,840,2012,0.0
United States,840,2013,0.0
United States,840,2014,0.0
United States,840,2015,0.0
United States,840,2016,0.0
United States,840,2017,0.0
United States,840,2018,0.0
United States,840,2019,0.0
United States,840,2020,0.0
United States,840,2021,0.0
United States,840,2022,0.0
United States,840,2023,0.0
Uruguay,858,2000,0.0
Uruguay,858,2001,0.0
Uruguay,858,2002,0.0
Uruguay,858,2003,0.0
Uruguay,858,2004,0.0
Uruguay,858,2005,0.0
Uruguay,858,2006,0.0
Uruguay,858,2007,0.0
Uruguay,858,2008,0.0
Uruguay,858,2009,0.0
Uruguay,858,2010,0.0
Uruguay,858,2011,0.0
Uruguay,858,2012,0.0
Uruguay,858,2013,0.0
Uruguay,858,2014,0.0
Uruguay,858,2015,0.0
Uruguay,858,2016,0.0
Uruguay,858,2017,0.0
Uruguay,858,2018,0.0
Uruguay,858,2019,0.0
Uruguay,858,2020,0.0
Uruguay,858,2021,0.0
Uruguay,858,2022,0.0
Uruguay,858,2023,0.0
Uzbekistan,860,2016,3.601090000000000
Uzbekistan,860,2017,3.601090000000000
Uzbekistan,860,2018,3.601090000000000
Uzbekistan,860,2019,3.601090000000000
Uzbekistan,860,2020,3.601090000000000
Uzbekistan,860,2021,3.601090000000000
Uzbekistan,860,2022,3.601090000000000
Uzbekistan,860,2023,3.601090000000000
Yemen,887,2009,84.0
Yemen,887,2010,84.0
Yemen,887,2011,84.0
Yemen,887,2012,84.0
Yemen,887,2013,84.0
Yemen,887,2014,84.0
Yemen,887,2015,84.0
Yemen,887,2016,84.0
Yemen,887,2017,84.0
Zambia,894,2013,3.147772036329740
Zambia,894,2014,3.147772036329740
Zambia,894,2015,3.147772036329740
Zambia,894,2016,3.147772036329740
Zambia,894,2017,3.147772036329740
Zambia,894,2018,3.147772036329740
Zambia,894,2019,3.147772036329740
Zambia,894,2020,3.147772036329740
Zambia,894,2021,3.147772036329740
Zambia,894,2022,3.147772036329740
Zambia,894,2023,3.147772036329740
Zimbabwe,716,2017,7.153093525179860
Zimbabwe,716,2018,7.153093525179860
Zimbabwe,716,2019,7.153093525179860
Zimbabwe,716,2020,7.153093525179860
Zimbabwe,716,2021,7.153093525179860
Zimbabwe,716,2022,7.153093525179860
Zimbabwe,716,2023,7.153093525179860